Budapest,Fels?veresmart,Munkács,Zsolna,##szárnya,Pásztó,Mihályka,Aknaszlatina,Tárkány,Hársfalva,NaN,Huszt,Ilosva,Gyula,Ruszkavoda,Wien,Técso,Györ,Alsódomboru,Dombó,Gice,Rimaszombat,Csürgo,Alsószinevér,Jánosháza,Berettó,Szobránc,Hidegpatak,Beregbród,Gödöllo,Rákospalota,Szászovka,Podhering,Keselymezo,Gesztely,Igló,Ungvár,Szerednye,Stradna,Oroszrég,Szentes,Nagykálló,Rábaszentandrás,Gánya,Székesfehérvár,Nagyatád,Bártháza,Pestszenterzsébet,Nagyberezna,Bonyhád,Vadászfalva,Ketergény,Nagyvárad,Felsoverecke,Felsoremete,Kajászószentpéter,Máramarossziget,Toronya,Zagyvapálfalva,Chuszt,Bustyaháza,Alsószine,Tiszadada,Majdan,Marosjánosi,Beregszász,Visken,Bögöte,Arad,Érsekújvár,Szajkofalva,Dunaszerdahely,Szatmárnémeti (Szaplonca),Aknasugatag,Kovászó,Miskolc,Ipolyság,Felsotold,Újpest,Borzsova,Tiszafélegyháza,Pestújhely,Szerencs,Naszód,Alparét,Voloc,Tarpa,Fényeslitke,Kassa,Repede,Szenteske,Kökényes,Beregardó,Porostov,Dunaföldvár,Kótaj,Kovácsrét,Mezokövesd,Nagykároly,Petrova,Felsovisó,Szatmárnémeti,Akna-Szlatina,Várpalánka,Drágabátfalva,Nagykapos,Csörg?,Németporuba,Oroszvég,Raho,Borsa,Nagysz?ll?s,Pocsaj,Alsóapsa,Szolyva,Bilke,Beregrákos,###,Irholz,Paks,Tapolca,Román##,Pécs,Tiszaújlak,Bakonyszentkirály,Herincse,Laposna,Mezökaszony,K?rösmez?,Ignéc,Hódmezovásárhely,Alsóverecke,Vágszered,Szeged,Dömsöd,Körösmezo,Botfalva,Nyírbátor,Bécs,Ujpest,Dévaványa,Hatvan,Halmi,Ugonya,Büd-Szt.Mihály,Szentgál,Csornok,Komjáti,Komárom,Veszprém,Eötvösfalva,Kisapsa,Pusztakvass#,Drágabárdfalva,Fülek,Balassagyarmat,Mircse,Polena,Királyháza,Csarnatö,Rozsnyó,Pestszentl?rincz,Nádaspatak,Püspökladány,Kis Kirva,Békéscsaba,Uglya,Rábabogyoszló,Nagybocskó,Nagyléta,Magyarkomját,Kishalmágy,Bártfa,Ulicskriva,Hosztovize,Nagybánya,Barcs,Mátészalka,Majdánka,Szászrég,Alsódomonya,Középapsa,Beregkövesd,Sala,Turz,Kusmina,Tótkomlós,Devecser,Nagysurány,Berezova,Királyhelmec,Dolha,Poszony,Berekövesd,Csepe,Nyírparasznya,Ilonca,Csánig,Remetevasgyár,Fels?ripnyice,Szentmiklós,Eger,Nyíregyháza,Érsekkéty,Szillsárkány,Badaló,Tab,Fegyvernek,Nagyszöllös,Szelevény,Mez?kövesd,Nyíradony,Kalini,Szeklence,Gamás,Nagytapolcsány,Irhols,Fels?szopor,Csap,Nemesmilitics,Takcsány,Gyetva,Balmazújváros,Lazony,Mezocsát,Szinérváralj,Kiskunfélegyháza,Kralova u/Tiszo,Felsoveresmarton,Hévmagyarad,Dunaharaszti,Sirok,Kistoronya,Gyöngyös,Makó,Csepel,Tiszasárvár,Enying,Nagyecsed,Kántorjánosi,Iloncán,Szászrégen,Marosvásárhely,Salgótarján,Óbecse,Nagyfalu (Veli#na),Perecseny,Csapovce,Beregpapfalva,Bánhida,Magyarberét,Dombóvár,Szöllösgyörök,Cigánd,Munkács-Váralja,Pátrona,Tiszafehéregyháza,Kövesdliget,Ternova
135,1,40,3,1,1,1,4,3,2,68,20,2,2,2,2,5,2,1,3,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,17,3,1,1,1,1,1,2,2,1,1,2,2,1,1,1,8,1,1,2,3,1,1,1,2,1,1,2,1,15,2,1,1,4,1,1,1,1,1,5,1,1,5,1,2,1,2,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,2,1,3,3,1,2,1,1,1,2,3,1,1,1,1,12,2,3,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,9,1,2,1,1,1,1,1,1,1,2,1,1,5,1,2,1,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1
